step_id,case_id,step_name,step_status,performed_by,started_at,completed_at,notes,evidence_reference
CSE-02-CASE-0059-STP-1,CSE-02-CASE-0059,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-02T04:46:00Z,2026-08-02T04:49:00Z,Completed analysis for step 1,HASH-SHA256-591
CSE-02-CASE-0059-STP-2,CSE-02-CASE-0059,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-02T04:51:00Z,2026-08-02T04:57:00Z,Completed analysis for step 2,HASH-SHA256-592
CSE-02-CASE-0059-STP-3,CSE-02-CASE-0059,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-02T04:56:00Z,2026-08-02T05:05:00Z,Completed analysis for step 3,HASH-SHA256-593
CSE-02-CASE-0059-STP-4,CSE-02-CASE-0059,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-02T05:01:00Z,2026-08-02T05:13:00Z,Completed analysis for step 4,HASH-SHA256-594
CSE-02-CASE-0059-STP-5,CSE-02-CASE-0059,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-02T05:06:00Z,2026-08-02T05:21:00Z,Completed analysis for step 5,HASH-SHA256-595
CSE-02-CASE-0060-STP-1,CSE-02-CASE-0060,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-14T10:27:00Z,2026-08-14T10:30:00Z,Completed analysis for step 1,HASH-SHA256-601
CSE-02-CASE-0060-STP-2,CSE-02-CASE-0060,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-14T10:32:00Z,2026-08-14T10:38:00Z,Completed analysis for step 2,HASH-SHA256-602
CSE-02-CASE-0060-STP-3,CSE-02-CASE-0060,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-14T10:37:00Z,2026-08-14T10:46:00Z,Completed analysis for step 3,HASH-SHA256-603
CSE-02-CASE-0060-STP-4,CSE-02-CASE-0060,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-14T10:42:00Z,2026-08-14T10:54:00Z,Completed analysis for step 4,HASH-SHA256-604
CSE-02-CASE-0061-STP-1,CSE-02-CASE-0061,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-23T17:44:00Z,2026-08-23T17:47:00Z,Completed analysis for step 1,HASH-SHA256-611
CSE-02-CASE-0061-STP-2,CSE-02-CASE-0061,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-23T17:49:00Z,2026-08-23T17:55:00Z,Completed analysis for step 2,HASH-SHA256-612
CSE-02-CASE-0061-STP-3,CSE-02-CASE-0061,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-23T17:54:00Z,2026-08-23T18:03:00Z,Completed analysis for step 3,HASH-SHA256-613
CSE-02-CASE-0062-STP-1,CSE-02-CASE-0062,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-16T01:24:00Z,2026-08-16T01:27:00Z,Completed analysis for step 1,HASH-SHA256-621
CSE-02-CASE-0062-STP-2,CSE-02-CASE-0062,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-16T01:29:00Z,2026-08-16T01:35:00Z,Completed analysis for step 2,HASH-SHA256-622
CSE-02-CASE-0062-STP-3,CSE-02-CASE-0062,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-16T01:34:00Z,2026-08-16T01:43:00Z,Completed analysis for step 3,HASH-SHA256-623
CSE-02-CASE-0063-STP-1,CSE-02-CASE-0063,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-09T21:31:00Z,2026-08-09T21:34:00Z,Completed analysis for step 1,HASH-SHA256-631
CSE-02-CASE-0063-STP-2,CSE-02-CASE-0063,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-09T21:36:00Z,2026-08-09T21:42:00Z,Completed analysis for step 2,HASH-SHA256-632
CSE-02-CASE-0063-STP-3,CSE-02-CASE-0063,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-09T21:41:00Z,2026-08-09T21:50:00Z,Completed analysis for step 3,HASH-SHA256-633
CSE-02-CASE-0063-STP-4,CSE-02-CASE-0063,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-09T21:46:00Z,2026-08-09T21:58:00Z,Completed analysis for step 4,HASH-SHA256-634
CSE-02-CASE-0063-STP-5,CSE-02-CASE-0063,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-09T21:51:00Z,2026-08-09T22:06:00Z,Completed analysis for step 5,HASH-SHA256-635
CSE-02-CASE-0064-STP-1,CSE-02-CASE-0064,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-11T02:45:00Z,2026-08-11T02:48:00Z,Completed analysis for step 1,HASH-SHA256-641
CSE-02-CASE-0064-STP-2,CSE-02-CASE-0064,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-11T02:50:00Z,2026-08-11T02:56:00Z,Completed analysis for step 2,HASH-SHA256-642
CSE-02-CASE-0064-STP-3,CSE-02-CASE-0064,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-11T02:55:00Z,2026-08-11T03:04:00Z,Completed analysis for step 3,HASH-SHA256-643
CSE-02-CASE-0064-STP-4,CSE-02-CASE-0064,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-11T03:00:00Z,2026-08-11T03:12:00Z,Completed analysis for step 4,HASH-SHA256-644
CSE-02-CASE-0065-STP-1,CSE-02-CASE-0065,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-12T02:01:00Z,2026-08-12T02:04:00Z,Completed analysis for step 1,HASH-SHA256-651
CSE-02-CASE-0065-STP-2,CSE-02-CASE-0065,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-12T02:06:00Z,2026-08-12T02:12:00Z,Completed analysis for step 2,HASH-SHA256-652
CSE-02-CASE-0065-STP-3,CSE-02-CASE-0065,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-12T02:11:00Z,2026-08-12T02:20:00Z,Completed analysis for step 3,HASH-SHA256-653
CSE-02-CASE-0065-STP-4,CSE-02-CASE-0065,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-12T02:16:00Z,2026-08-12T02:28:00Z,Completed analysis for step 4,HASH-SHA256-654
CSE-02-CASE-0065-STP-5,CSE-02-CASE-0065,Forensic Step 5: Memory Dump,Completed,ANON-02,2026-08-12T02:21:00Z,2026-08-12T02:36:00Z,Completed analysis for step 5,HASH-SHA256-655
CSE-02-CASE-0066-STP-1,CSE-02-CASE-0066,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-09T02:30:00Z,2026-08-09T02:33:00Z,Completed analysis for step 1,HASH-SHA256-661
CSE-02-CASE-0066-STP-2,CSE-02-CASE-0066,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-09T02:35:00Z,2026-08-09T02:41:00Z,Completed analysis for step 2,HASH-SHA256-662
CSE-02-CASE-0066-STP-3,CSE-02-CASE-0066,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-09T02:40:00Z,2026-08-09T02:49:00Z,Completed analysis for step 3,HASH-SHA256-663
CSE-02-CASE-0066-STP-4,CSE-02-CASE-0066,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-09T02:45:00Z,2026-08-09T02:57:00Z,Completed analysis for step 4,HASH-SHA256-664
CSE-02-CASE-0066-STP-5,CSE-02-CASE-0066,Forensic Step 5: Memory Dump,Completed,ANON-03,2026-08-09T02:50:00Z,2026-08-09T03:05:00Z,Completed analysis for step 5,HASH-SHA256-665
CSE-02-CASE-0067-STP-1,CSE-02-CASE-0067,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-26T20:37:00Z,2026-08-26T20:40:00Z,Completed analysis for step 1,HASH-SHA256-671
CSE-02-CASE-0067-STP-2,CSE-02-CASE-0067,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-26T20:42:00Z,2026-08-26T20:48:00Z,Completed analysis for step 2,HASH-SHA256-672
CSE-02-CASE-0067-STP-3,CSE-02-CASE-0067,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-26T20:47:00Z,2026-08-26T20:56:00Z,Completed analysis for step 3,HASH-SHA256-673
CSE-02-CASE-0067-STP-4,CSE-02-CASE-0067,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-26T20:52:00Z,2026-08-26T21:04:00Z,Completed analysis for step 4,HASH-SHA256-674
CSE-02-CASE-0067-STP-5,CSE-02-CASE-0067,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-26T20:57:00Z,2026-08-26T21:12:00Z,Completed analysis for step 5,HASH-SHA256-675
CSE-02-CASE-0068-STP-1,CSE-02-CASE-0068,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-19T19:02:00Z,2026-08-19T19:05:00Z,Completed analysis for step 1,HASH-SHA256-681
CSE-02-CASE-0068-STP-2,CSE-02-CASE-0068,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-19T19:07:00Z,2026-08-19T19:13:00Z,Completed analysis for step 2,HASH-SHA256-682
CSE-02-CASE-0068-STP-3,CSE-02-CASE-0068,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-19T19:12:00Z,2026-08-19T19:21:00Z,Completed analysis for step 3,HASH-SHA256-683
CSE-02-CASE-0069-STP-1,CSE-02-CASE-0069,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-24T12:33:00Z,2026-08-24T12:36:00Z,Completed analysis for step 1,HASH-SHA256-691
CSE-02-CASE-0069-STP-2,CSE-02-CASE-0069,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-24T12:38:00Z,2026-08-24T12:44:00Z,Completed analysis for step 2,HASH-SHA256-692
CSE-02-CASE-0069-STP-3,CSE-02-CASE-0069,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-24T12:43:00Z,2026-08-24T12:52:00Z,Completed analysis for step 3,HASH-SHA256-693
CSE-02-CASE-0069-STP-4,CSE-02-CASE-0069,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-24T12:48:00Z,2026-08-24T13:00:00Z,Completed analysis for step 4,HASH-SHA256-694
CSE-02-CASE-0070-STP-1,CSE-02-CASE-0070,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-21T06:36:00Z,2026-08-21T06:39:00Z,Completed analysis for step 1,HASH-SHA256-701
CSE-02-CASE-0070-STP-2,CSE-02-CASE-0070,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-21T06:41:00Z,2026-08-21T06:47:00Z,Completed analysis for step 2,HASH-SHA256-702
CSE-02-CASE-0070-STP-3,CSE-02-CASE-0070,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-21T06:46:00Z,2026-08-21T06:55:00Z,Completed analysis for step 3,HASH-SHA256-703
CSE-02-CASE-0070-STP-4,CSE-02-CASE-0070,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-21T06:51:00Z,2026-08-21T07:03:00Z,Completed analysis for step 4,HASH-SHA256-704
CSE-02-CASE-0071-STP-1,CSE-02-CASE-0071,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-22T07:10:00Z,2026-08-22T07:13:00Z,Completed analysis for step 1,HASH-SHA256-711
CSE-02-CASE-0071-STP-2,CSE-02-CASE-0071,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-22T07:15:00Z,2026-08-22T07:21:00Z,Completed analysis for step 2,HASH-SHA256-712
CSE-02-CASE-0071-STP-3,CSE-02-CASE-0071,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-22T07:20:00Z,2026-08-22T07:29:00Z,Completed analysis for step 3,HASH-SHA256-713
CSE-02-CASE-0072-STP-1,CSE-02-CASE-0072,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-22T06:05:00Z,2026-08-22T06:08:00Z,Completed analysis for step 1,HASH-SHA256-721
CSE-02-CASE-0072-STP-2,CSE-02-CASE-0072,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-22T06:10:00Z,2026-08-22T06:16:00Z,Completed analysis for step 2,HASH-SHA256-722
CSE-02-CASE-0072-STP-3,CSE-02-CASE-0072,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-22T06:15:00Z,2026-08-22T06:24:00Z,Completed analysis for step 3,HASH-SHA256-723
CSE-02-CASE-0072-STP-4,CSE-02-CASE-0072,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-22T06:20:00Z,2026-08-22T06:32:00Z,Completed analysis for step 4,HASH-SHA256-724
CSE-02-CASE-0072-STP-5,CSE-02-CASE-0072,Forensic Step 5: Memory Dump,Completed,ANON-01,2026-08-22T06:25:00Z,2026-08-22T06:40:00Z,Completed analysis for step 5,HASH-SHA256-725
CSE-02-CASE-0073-STP-1,CSE-02-CASE-0073,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-23T11:34:00Z,2026-08-23T11:37:00Z,Completed analysis for step 1,HASH-SHA256-731
CSE-02-CASE-0073-STP-2,CSE-02-CASE-0073,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-23T11:39:00Z,2026-08-23T11:45:00Z,Completed analysis for step 2,HASH-SHA256-732
CSE-02-CASE-0073-STP-3,CSE-02-CASE-0073,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-23T11:44:00Z,2026-08-23T11:53:00Z,Completed analysis for step 3,HASH-SHA256-733
CSE-02-CASE-0074-STP-1,CSE-02-CASE-0074,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-10T19:32:00Z,2026-08-10T19:35:00Z,Completed analysis for step 1,HASH-SHA256-741
CSE-02-CASE-0074-STP-2,CSE-02-CASE-0074,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-10T19:37:00Z,2026-08-10T19:43:00Z,Completed analysis for step 2,HASH-SHA256-742
CSE-02-CASE-0074-STP-3,CSE-02-CASE-0074,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-10T19:42:00Z,2026-08-10T19:51:00Z,Completed analysis for step 3,HASH-SHA256-743
CSE-02-CASE-0074-STP-4,CSE-02-CASE-0074,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-10T19:47:00Z,2026-08-10T19:59:00Z,Completed analysis for step 4,HASH-SHA256-744
CSE-02-CASE-0074-STP-5,CSE-02-CASE-0074,Forensic Step 5: Memory Dump,Completed,ANON-03,2026-08-10T19:52:00Z,2026-08-10T20:07:00Z,Completed analysis for step 5,HASH-SHA256-745
CSE-02-CASE-0075-STP-1,CSE-02-CASE-0075,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-22T13:25:00Z,2026-08-22T13:28:00Z,Completed analysis for step 1,HASH-SHA256-751
CSE-02-CASE-0075-STP-2,CSE-02-CASE-0075,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-22T13:30:00Z,2026-08-22T13:36:00Z,Completed analysis for step 2,HASH-SHA256-752
CSE-02-CASE-0075-STP-3,CSE-02-CASE-0075,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-22T13:35:00Z,2026-08-22T13:44:00Z,Completed analysis for step 3,HASH-SHA256-753
CSE-02-CASE-0075-STP-4,CSE-02-CASE-0075,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-22T13:40:00Z,2026-08-22T13:52:00Z,Completed analysis for step 4,HASH-SHA256-754
CSE-02-CASE-0076-STP-1,CSE-02-CASE-0076,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-19T12:27:00Z,2026-08-19T12:30:00Z,Completed analysis for step 1,HASH-SHA256-761
CSE-02-CASE-0076-STP-2,CSE-02-CASE-0076,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-19T12:32:00Z,2026-08-19T12:38:00Z,Completed analysis for step 2,HASH-SHA256-762
CSE-02-CASE-0076-STP-3,CSE-02-CASE-0076,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-19T12:37:00Z,2026-08-19T12:46:00Z,Completed analysis for step 3,HASH-SHA256-763
CSE-02-CASE-0076-STP-4,CSE-02-CASE-0076,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-19T12:42:00Z,2026-08-19T12:54:00Z,Completed analysis for step 4,HASH-SHA256-764
CSE-02-CASE-0077-STP-1,CSE-02-CASE-0077,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-29T17:50:00Z,2026-08-29T17:53:00Z,Completed analysis for step 1,HASH-SHA256-771
CSE-02-CASE-0077-STP-2,CSE-02-CASE-0077,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-29T17:55:00Z,2026-08-29T18:01:00Z,Completed analysis for step 2,HASH-SHA256-772
CSE-02-CASE-0077-STP-3,CSE-02-CASE-0077,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-29T18:00:00Z,2026-08-29T18:09:00Z,Completed analysis for step 3,HASH-SHA256-773
CSE-02-CASE-0077-STP-4,CSE-02-CASE-0077,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-29T18:05:00Z,2026-08-29T18:17:00Z,Completed analysis for step 4,HASH-SHA256-774
CSE-02-CASE-0077-STP-5,CSE-02-CASE-0077,Forensic Step 5: Memory Dump,Completed,ANON-02,2026-08-29T18:10:00Z,2026-08-29T18:25:00Z,Completed analysis for step 5,HASH-SHA256-775
CSE-02-CASE-0078-STP-1,CSE-02-CASE-0078,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-11T04:40:00Z,2026-08-11T04:43:00Z,Completed analysis for step 1,HASH-SHA256-781
CSE-02-CASE-0078-STP-2,CSE-02-CASE-0078,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-11T04:45:00Z,2026-08-11T04:51:00Z,Completed analysis for step 2,HASH-SHA256-782
CSE-02-CASE-0078-STP-3,CSE-02-CASE-0078,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-11T04:50:00Z,2026-08-11T04:59:00Z,Completed analysis for step 3,HASH-SHA256-783
CSE-02-CASE-0078-STP-4,CSE-02-CASE-0078,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-11T04:55:00Z,2026-08-11T05:07:00Z,Completed analysis for step 4,HASH-SHA256-784
CSE-02-CASE-0079-STP-1,CSE-02-CASE-0079,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-28T23:21:00Z,2026-08-28T23:24:00Z,Completed analysis for step 1,HASH-SHA256-791
CSE-02-CASE-0079-STP-2,CSE-02-CASE-0079,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-28T23:26:00Z,2026-08-28T23:32:00Z,Completed analysis for step 2,HASH-SHA256-792
CSE-02-CASE-0079-STP-3,CSE-02-CASE-0079,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-28T23:31:00Z,2026-08-28T23:40:00Z,Completed analysis for step 3,HASH-SHA256-793
CSE-02-CASE-0079-STP-4,CSE-02-CASE-0079,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-28T23:36:00Z,2026-08-28T23:48:00Z,Completed analysis for step 4,HASH-SHA256-794
CSE-02-CASE-0079-STP-5,CSE-02-CASE-0079,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-28T23:41:00Z,2026-08-28T23:56:00Z,Completed analysis for step 5,HASH-SHA256-795
CSE-02-CASE-0080-STP-1,CSE-02-CASE-0080,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-10T09:03:00Z,2026-08-10T09:06:00Z,Completed analysis for step 1,HASH-SHA256-801
CSE-02-CASE-0080-STP-2,CSE-02-CASE-0080,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-10T09:08:00Z,2026-08-10T09:14:00Z,Completed analysis for step 2,HASH-SHA256-802
CSE-02-CASE-0080-STP-3,CSE-02-CASE-0080,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-10T09:13:00Z,2026-08-10T09:22:00Z,Completed analysis for step 3,HASH-SHA256-803
CSE-02-CASE-0080-STP-4,CSE-02-CASE-0080,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-10T09:18:00Z,2026-08-10T09:30:00Z,Completed analysis for step 4,HASH-SHA256-804
CSE-02-CASE-0080-STP-5,CSE-02-CASE-0080,Forensic Step 5: Memory Dump,Completed,ANON-01,2026-08-10T09:23:00Z,2026-08-10T09:38:00Z,Completed analysis for step 5,HASH-SHA256-805
CSE-02-CASE-0081-STP-1,CSE-02-CASE-0081,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-25T00:08:00Z,2026-08-25T00:11:00Z,Completed analysis for step 1,HASH-SHA256-811
CSE-02-CASE-0081-STP-2,CSE-02-CASE-0081,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-25T00:13:00Z,2026-08-25T00:19:00Z,Completed analysis for step 2,HASH-SHA256-812
CSE-02-CASE-0081-STP-3,CSE-02-CASE-0081,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-25T00:18:00Z,2026-08-25T00:27:00Z,Completed analysis for step 3,HASH-SHA256-813
CSE-02-CASE-0081-STP-4,CSE-02-CASE-0081,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-25T00:23:00Z,2026-08-25T00:35:00Z,Completed analysis for step 4,HASH-SHA256-814
CSE-02-CASE-0081-STP-5,CSE-02-CASE-0081,Forensic Step 5: Memory Dump,Completed,ANON-02,2026-08-25T00:28:00Z,2026-08-25T00:43:00Z,Completed analysis for step 5,HASH-SHA256-815
CSE-02-CASE-0082-STP-1,CSE-02-CASE-0082,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-08T03:23:00Z,2026-08-08T03:26:00Z,Completed analysis for step 1,HASH-SHA256-821
CSE-02-CASE-0082-STP-2,CSE-02-CASE-0082,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-08T03:28:00Z,2026-08-08T03:34:00Z,Completed analysis for step 2,HASH-SHA256-822
CSE-02-CASE-0082-STP-3,CSE-02-CASE-0082,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-08T03:33:00Z,2026-08-08T03:42:00Z,Completed analysis for step 3,HASH-SHA256-823
CSE-02-CASE-0082-STP-4,CSE-02-CASE-0082,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-08T03:38:00Z,2026-08-08T03:50:00Z,Completed analysis for step 4,HASH-SHA256-824
CSE-02-CASE-0083-STP-1,CSE-02-CASE-0083,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-26T22:10:00Z,2026-08-26T22:13:00Z,Completed analysis for step 1,HASH-SHA256-831
CSE-02-CASE-0083-STP-2,CSE-02-CASE-0083,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-26T22:15:00Z,2026-08-26T22:21:00Z,Completed analysis for step 2,HASH-SHA256-832
CSE-02-CASE-0083-STP-3,CSE-02-CASE-0083,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-26T22:20:00Z,2026-08-26T22:29:00Z,Completed analysis for step 3,HASH-SHA256-833
CSE-02-CASE-0083-STP-4,CSE-02-CASE-0083,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-26T22:25:00Z,2026-08-26T22:37:00Z,Completed analysis for step 4,HASH-SHA256-834
CSE-02-CASE-0084-STP-1,CSE-02-CASE-0084,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-24T21:25:00Z,2026-08-24T21:28:00Z,Completed analysis for step 1,HASH-SHA256-841
CSE-02-CASE-0084-STP-2,CSE-02-CASE-0084,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-24T21:30:00Z,2026-08-24T21:36:00Z,Completed analysis for step 2,HASH-SHA256-842
CSE-02-CASE-0084-STP-3,CSE-02-CASE-0084,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-24T21:35:00Z,2026-08-24T21:44:00Z,Completed analysis for step 3,HASH-SHA256-843
CSE-02-CASE-0085-STP-1,CSE-02-CASE-0085,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-09T23:58:00Z,2026-08-10T00:01:00Z,Completed analysis for step 1,HASH-SHA256-851
CSE-02-CASE-0085-STP-2,CSE-02-CASE-0085,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-10T00:03:00Z,2026-08-10T00:09:00Z,Completed analysis for step 2,HASH-SHA256-852
CSE-02-CASE-0085-STP-3,CSE-02-CASE-0085,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-10T00:08:00Z,2026-08-10T00:17:00Z,Completed analysis for step 3,HASH-SHA256-853
CSE-02-CASE-0086-STP-1,CSE-02-CASE-0086,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-25T16:09:00Z,2026-08-25T16:12:00Z,Completed analysis for step 1,HASH-SHA256-861
CSE-02-CASE-0086-STP-2,CSE-02-CASE-0086,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-25T16:14:00Z,2026-08-25T16:20:00Z,Completed analysis for step 2,HASH-SHA256-862
CSE-02-CASE-0086-STP-3,CSE-02-CASE-0086,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-25T16:19:00Z,2026-08-25T16:28:00Z,Completed analysis for step 3,HASH-SHA256-863
CSE-02-CASE-0086-STP-4,CSE-02-CASE-0086,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-25T16:24:00Z,2026-08-25T16:36:00Z,Completed analysis for step 4,HASH-SHA256-864
CSE-02-CASE-0087-STP-1,CSE-02-CASE-0087,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-01T16:45:00Z,2026-08-01T16:48:00Z,Completed analysis for step 1,HASH-SHA256-871
CSE-02-CASE-0087-STP-2,CSE-02-CASE-0087,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-01T16:50:00Z,2026-08-01T16:56:00Z,Completed analysis for step 2,HASH-SHA256-872
CSE-02-CASE-0087-STP-3,CSE-02-CASE-0087,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-01T16:55:00Z,2026-08-01T17:04:00Z,Completed analysis for step 3,HASH-SHA256-873
CSE-02-CASE-0087-STP-4,CSE-02-CASE-0087,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-01T17:00:00Z,2026-08-01T17:12:00Z,Completed analysis for step 4,HASH-SHA256-874
CSE-02-CASE-0087-STP-5,CSE-02-CASE-0087,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-01T17:05:00Z,2026-08-01T17:20:00Z,Completed analysis for step 5,HASH-SHA256-875
CSE-02-CASE-0088-STP-1,CSE-02-CASE-0088,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-14T04:36:00Z,2026-08-14T04:39:00Z,Completed analysis for step 1,HASH-SHA256-881
CSE-02-CASE-0088-STP-2,CSE-02-CASE-0088,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-14T04:41:00Z,2026-08-14T04:47:00Z,Completed analysis for step 2,HASH-SHA256-882
CSE-02-CASE-0088-STP-3,CSE-02-CASE-0088,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-14T04:46:00Z,2026-08-14T04:55:00Z,Completed analysis for step 3,HASH-SHA256-883
CSE-02-CASE-0088-STP-4,CSE-02-CASE-0088,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-14T04:51:00Z,2026-08-14T05:03:00Z,Completed analysis for step 4,HASH-SHA256-884
CSE-02-CASE-0088-STP-5,CSE-02-CASE-0088,Forensic Step 5: Memory Dump,Completed,ANON-01,2026-08-14T04:56:00Z,2026-08-14T05:11:00Z,Completed analysis for step 5,HASH-SHA256-885
CSE-02-CASE-0089-STP-1,CSE-02-CASE-0089,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-09T04:14:00Z,2026-08-09T04:17:00Z,Completed analysis for step 1,HASH-SHA256-891
