case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-11-0127,CSE-11,2024-11-15 22:28:54.185019,2024-11-15 23:22:45.162919,Valid investigation for ALT-CSE-11-00452. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00452""]"
CAS-CSE-11-0128,CSE-11,2024-11-04 21:42:06.509835,2024-11-04 22:17:24.830181,Valid investigation for ALT-CSE-11-00455. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00455""]"
CAS-CSE-11-0129,CSE-11,2024-12-10 16:31:24.934180,2024-12-10 17:14:59.771780,Valid investigation for ALT-CSE-11-00461. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00461""]"
CAS-CSE-11-0130,CSE-11,2024-10-06 21:12:43.361167,2024-10-06 21:52:32.579537,Valid investigation for ALT-CSE-11-00463. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00463""]"
CAS-CSE-11-0131,CSE-11,2024-11-19 10:52:48.101412,2024-11-19 11:00:01.378249,Valid investigation for ALT-CSE-11-00466. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00466""]"
CAS-CSE-11-0132,CSE-11,2024-11-09 11:07:34.976335,2024-11-09 11:44:50.024127,Valid investigation for ALT-CSE-11-00471. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00471""]"
CAS-CSE-11-0133,CSE-11,2024-10-13 20:09:26.559958,2024-10-13 20:48:47.759372,Valid investigation for ALT-CSE-11-00475. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00475""]"
CAS-CSE-11-0134,CSE-11,2024-12-06 19:27:26.450925,2024-12-06 19:44:04.960233,Valid investigation for ALT-CSE-11-00484. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00484""]"
CAS-CSE-11-0135,CSE-11,2024-11-13 06:29:18.547693,2024-11-13 07:34:12.303037,Valid investigation for ALT-CSE-11-00488. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00488""]"
CAS-CSE-11-0136,CSE-11,2024-11-29 08:45:10.319333,2024-11-29 09:32:41.164372,Valid investigation for ALT-CSE-11-00490. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00490""]"
CAS-CSE-11-0137,CSE-11,2024-12-07 21:26:20.753480,2024-12-07 22:21:05.040507,Valid investigation for ALT-CSE-11-00492. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00492""]"
CAS-CSE-11-0138,CSE-11,2024-10-14 16:50:12.208159,2024-10-14 17:12:15.595737,Valid investigation for ALT-CSE-11-00494. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00494""]"
CAS-CSE-11-0139,CSE-11,2024-12-25 11:42:56.406551,2024-12-25 12:08:53.706127,Valid investigation for ALT-CSE-11-00499. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00499""]"
CAS-CSE-11-0140,CSE-11,2024-11-26 11:41:16.701565,2024-11-26 12:27:03.490024,Valid investigation for ALT-CSE-11-00500. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00500""]"
CAS-CSE-11-0141,CSE-11,2024-10-25 06:53:17.624338,2024-10-25 07:54:35.333726,Valid investigation for ALT-CSE-11-00502. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00502""]"
CAS-CSE-11-0142,CSE-11,2024-11-10 09:37:17.681395,2024-11-10 10:16:08.843462,Valid investigation for ALT-CSE-11-00503. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00503""]"
CAS-CSE-11-0143,CSE-11,2024-11-29 19:21:28.939394,2024-11-29 19:38:51.630174,Valid investigation for ALT-CSE-11-00507. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00507""]"
CAS-CSE-11-0144,CSE-11,2024-10-29 10:58:22.500322,2024-10-29 11:38:10.186349,Valid investigation for ALT-CSE-11-00515. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00515""]"
CAS-CSE-11-0145,CSE-11,2024-10-18 04:27:47.667285,2024-10-18 05:09:46.478159,Valid investigation for ALT-CSE-11-00523. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00523""]"
CAS-CSE-11-0146,CSE-11,2024-10-23 17:12:34.744446,2024-10-23 17:34:05.896611,Valid investigation for ALT-CSE-11-00524. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00524""]"
CAS-CSE-11-0147,CSE-11,2024-11-30 22:41:19.194078,2024-11-30 22:59:23.027931,Valid investigation for ALT-CSE-11-00530. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00530""]"
CAS-CSE-11-0148,CSE-11,2024-12-10 17:20:40.838580,2024-12-10 18:22:09.757577,Valid investigation for ALT-CSE-11-00535. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00535""]"
CAS-CSE-11-0149,CSE-11,2024-12-11 17:18:10.958684,2024-12-11 18:11:23.612268,Valid investigation for ALT-CSE-11-00537. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00537""]"
CAS-CSE-11-0150,CSE-11,2024-11-07 07:07:15.227215,2024-11-07 07:54:56.623231,Valid investigation for ALT-CSE-11-00543. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00543""]"
CAS-CSE-11-0151,CSE-11,2024-11-05 04:14:22.417218,2024-11-05 04:34:20.466378,Valid investigation for ALT-CSE-11-00546. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00546""]"
CAS-CSE-11-0152,CSE-11,2024-11-27 06:29:58.118230,2024-11-27 06:56:44.600302,Valid investigation for ALT-CSE-11-00547. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00547""]"
CAS-CSE-11-0153,CSE-11,2024-10-08 21:53:29.853332,2024-10-08 22:18:12.053177,Valid investigation for ALT-CSE-11-00552. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00552""]"
CAS-CSE-11-0154,CSE-11,2024-12-07 12:30:08.124372,2024-12-07 13:18:14.634884,Valid investigation for ALT-CSE-11-00553. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00553""]"
CAS-CSE-11-0155,CSE-11,2024-10-26 14:46:36.124505,2024-10-26 15:22:57.004918,Valid investigation for ALT-CSE-11-00555. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00555""]"
CAS-CSE-11-0156,CSE-11,2024-10-19 16:52:03.889493,2024-10-19 18:00:18.742603,Valid investigation for ALT-CSE-11-00561. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00561""]"
CAS-CSE-11-0157,CSE-11,2024-12-11 23:01:57.137631,2024-12-11 23:22:48.649157,Valid investigation for ALT-CSE-11-00563. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00563""]"
CAS-CSE-11-0158,CSE-11,2024-10-21 08:25:58.590045,2024-10-21 09:38:40.473392,Valid investigation for ALT-CSE-11-00564. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00564""]"
CAS-CSE-11-0159,CSE-11,2024-11-28 02:37:10.392591,2024-11-28 03:50:46.499190,Valid investigation for ALT-CSE-11-00566. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00566""]"
CAS-CSE-11-0160,CSE-11,2024-11-14 22:32:23.689164,2024-11-14 23:08:45.684512,Valid investigation for ALT-CSE-11-00570. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00570""]"
CAS-CSE-11-0161,CSE-11,2024-11-10 21:34:47.198348,2024-11-10 22:48:28.658255,Valid investigation for ALT-CSE-11-00577. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00577""]"
CAS-CSE-11-0162,CSE-11,2024-11-03 12:30:56.502163,2024-11-03 12:44:36.129586,Valid investigation for ALT-CSE-11-00580. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00580""]"
CAS-CSE-11-0163,CSE-11,2024-11-06 13:23:23.546270,2024-11-06 14:08:27.383320,Valid investigation for ALT-CSE-11-00583. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00583""]"
CAS-CSE-11-0164,CSE-11,2024-11-02 01:41:46.413583,2024-11-02 02:46:01.050147,Valid investigation for ALT-CSE-11-00590. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00590""]"
CAS-CSE-11-0165,CSE-11,2024-10-26 13:32:52.595306,2024-10-26 14:40:56.057632,Valid investigation for ALT-CSE-11-00593. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00593""]"
CAS-CSE-11-0166,CSE-11,2024-10-31 07:08:39.037845,2024-10-31 07:31:58.437330,Valid investigation for ALT-CSE-11-00594. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00594""]"
CAS-CSE-11-0167,CSE-11,2024-12-29 04:29:50.657793,2024-12-29 05:32:32.393276,Valid investigation for ALT-CSE-11-00607. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00607""]"
CAS-CSE-11-0168,CSE-11,2024-10-30 18:36:30.698449,2024-10-30 19:14:09.292498,Valid investigation for ALT-CSE-11-00611. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00611""]"
CAS-CSE-11-0169,CSE-11,2024-11-27 00:54:00.354811,2024-11-27 01:37:14.923076,Valid investigation for ALT-CSE-11-00618. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00618""]"
CAS-CSE-11-0170,CSE-11,2024-10-14 18:43:55.357250,2024-10-14 18:56:03.573234,Valid investigation for ALT-CSE-11-00619. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00619""]"
CAS-CSE-11-0171,CSE-11,2024-10-26 05:52:22.792658,2024-10-26 06:37:59.529467,Valid investigation for ALT-CSE-11-00630. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00630""]"
CAS-CSE-11-0172,CSE-11,2024-12-08 18:18:37.112771,2024-12-08 18:46:13.163822,Valid investigation for ALT-CSE-11-00633. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00633""]"
CAS-CSE-11-0173,CSE-11,2024-12-04 22:39:45.453209,2024-12-04 23:12:34.370968,Valid investigation for ALT-CSE-11-00634. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00634""]"
CAS-CSE-11-0174,CSE-11,2024-11-12 18:58:22.290741,2024-11-12 20:01:26.047759,Valid investigation for ALT-CSE-11-00637. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00637""]"
CAS-CSE-11-0175,CSE-11,2024-10-30 00:27:21.064337,2024-10-30 00:43:38.292679,Valid investigation for ALT-CSE-11-00641. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00641""]"
CAS-CSE-11-0176,CSE-11,2024-11-04 07:26:51.500682,2024-11-04 09:05:27.653402,Valid investigation for ALT-CSE-11-00646. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00646""]"
CAS-CSE-11-0177,CSE-11,2024-12-20 22:50:14.545922,2024-12-21 00:14:26.585146,Valid investigation for ALT-CSE-11-00648. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00648""]"
CAS-CSE-11-0178,CSE-11,2024-11-04 16:47:02.780745,2024-11-04 17:05:39.412309,Valid investigation for ALT-CSE-11-00653. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00653""]"
CAS-CSE-11-0179,CSE-11,2024-11-28 00:28:55.402990,2024-11-28 01:26:37.457944,Valid investigation for ALT-CSE-11-00664. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00664""]"
CAS-CSE-11-0180,CSE-11,2024-12-17 03:39:03.002617,2024-12-17 04:47:35.239298,Valid investigation for ALT-CSE-11-00665. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00665""]"
CAS-CSE-11-0181,CSE-11,2024-12-24 20:58:43.237196,2024-12-24 21:30:22.309742,Valid investigation for ALT-CSE-11-00673. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00673""]"
CAS-CSE-11-0182,CSE-11,2024-12-17 06:14:31.104513,2024-12-17 06:50:55.613112,Valid investigation for ALT-CSE-11-00674. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00674""]"
CAS-CSE-11-0183,CSE-11,2024-10-06 14:58:46.672873,2024-10-06 15:24:00.609054,Valid investigation for ALT-CSE-11-00681. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00681""]"
CAS-CSE-11-0184,CSE-11,2024-11-09 14:20:45.261567,2024-11-09 14:30:51.431300,Valid investigation for ALT-CSE-11-00683. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00683""]"
CAS-CSE-11-0185,CSE-11,2024-10-25 20:19:12.233351,2024-10-25 20:42:05.616794,Valid investigation for ALT-CSE-11-00694. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00694""]"
CAS-CSE-11-0186,CSE-11,2024-12-09 22:01:30.113182,2024-12-09 23:33:56.283145,Valid investigation for ALT-CSE-11-00698. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00698""]"
CAS-CSE-11-0187,CSE-11,2024-11-20 03:30:02.869208,2024-11-20 03:51:42.325795,Valid investigation for ALT-CSE-11-00706. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00706""]"
CAS-CSE-11-0188,CSE-11,2024-11-27 14:02:06.464530,2024-11-27 15:20:27.627877,Valid investigation for ALT-CSE-11-00710. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00710""]"
CAS-CSE-11-0189,CSE-11,2024-10-17 04:37:31.927534,2024-10-17 05:30:53.060700,Valid investigation for ALT-CSE-11-00713. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00713""]"
CAS-CSE-11-0190,CSE-11,2024-10-18 11:50:19.394795,2024-10-18 12:16:27.824352,Valid investigation for ALT-CSE-11-00715. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00715""]"
CAS-CSE-11-0191,CSE-11,2024-11-19 06:25:03.679273,2024-11-19 07:27:18.862057,Valid investigation for ALT-CSE-11-00717. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00717""]"
CAS-CSE-11-0192,CSE-11,2024-12-28 06:33:15.953834,2024-12-28 06:33:48.446933,Valid investigation for ALT-CSE-11-00721. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00721""]"
CAS-CSE-11-0193,CSE-11,2024-12-09 15:21:52.391851,2024-12-09 15:43:16.309367,Valid investigation for ALT-CSE-11-00726. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00726""]"
CAS-CSE-11-0194,CSE-11,2024-11-30 02:42:04.374097,2024-11-30 03:21:37.088095,Valid investigation for ALT-CSE-11-00727. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00727""]"
CAS-CSE-11-0195,CSE-11,2024-12-20 19:39:43.425668,2024-12-20 19:51:03.942923,Valid investigation for ALT-CSE-11-00734. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00734""]"
CAS-CSE-11-0196,CSE-11,2024-11-21 08:06:45.789979,2024-11-21 09:01:28.099776,Valid investigation for ALT-CSE-11-00739. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00739""]"
CAS-CSE-11-0197,CSE-11,2024-10-18 15:16:18.332786,2024-10-18 16:14:05.105450,Valid investigation for ALT-CSE-11-00742. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00742""]"
CAS-CSE-11-0198,CSE-11,2024-11-21 03:00:57.798652,2024-11-21 03:51:41.768414,Valid investigation for ALT-CSE-11-00746. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00746""]"
CAS-CSE-11-0199,CSE-11,2024-10-22 03:50:54.015637,2024-10-22 04:36:26.723695,Valid investigation for ALT-CSE-11-00752. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00752""]"
CAS-CSE-11-0200,CSE-11,2024-10-14 11:23:41.537023,2024-10-14 12:19:50.883494,Valid investigation for ALT-CSE-11-00758. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00758""]"
CAS-CSE-11-0201,CSE-11,2024-10-18 06:21:06.017574,2024-10-18 07:24:12.606264,Valid investigation for ALT-CSE-11-00766. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00766""]"
CAS-CSE-11-0202,CSE-11,2024-11-13 13:12:43.308486,2024-11-13 13:38:26.011397,Valid investigation for ALT-CSE-11-00768. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00768""]"
CAS-CSE-11-0203,CSE-11,2024-11-26 10:47:29.623136,2024-11-26 11:48:00.416859,Valid investigation for ALT-CSE-11-00770. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00770""]"
CAS-CSE-11-0204,CSE-11,2024-10-08 11:40:43.416540,2024-10-08 12:24:49.883217,Valid investigation for ALT-CSE-11-00778. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00778""]"
CAS-CSE-11-0205,CSE-11,2024-10-31 07:35:31.872707,2024-10-31 08:29:14.169043,Valid investigation for ALT-CSE-11-00783. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00783""]"
CAS-CSE-11-0206,CSE-11,2024-12-10 12:31:51.358643,2024-12-10 13:08:02.735136,Valid investigation for ALT-CSE-11-00786. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00786""]"
CAS-CSE-11-0207,CSE-11,2024-10-12 23:16:30.161844,2024-10-12 23:59:23.901536,Valid investigation for ALT-CSE-11-00790. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00790""]"
CAS-CSE-11-0208,CSE-11,2024-10-26 15:33:30.647331,2024-10-26 16:00:23.916776,Valid investigation for ALT-CSE-11-00791. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00791""]"
CAS-CSE-11-0209,CSE-11,2024-11-05 05:06:30.908681,2024-11-05 05:45:57.195018,Valid investigation for ALT-CSE-11-00793. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00793""]"
CAS-CSE-11-0210,CSE-11,2024-10-25 22:47:11.348920,2024-10-25 23:59:23.710442,Valid investigation for ALT-CSE-11-00800. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00800""]"
CAS-CSE-11-0211,CSE-11,2024-10-12 17:52:04.147924,2024-10-12 18:48:47.613815,Valid investigation for ALT-CSE-11-00806. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00806""]"
CAS-CSE-11-0212,CSE-11,2024-11-06 03:12:44.769782,2024-11-06 04:13:07.314965,Valid investigation for ALT-CSE-11-00808. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00808""]"
CAS-CSE-11-0213,CSE-11,2024-10-27 20:18:44.888608,2024-10-27 21:11:20.626546,Valid investigation for ALT-CSE-11-00813. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00813""]"
CAS-CSE-11-0214,CSE-11,2024-11-14 01:21:41.434056,2024-11-14 02:43:36.703342,Valid investigation for ALT-CSE-11-00814. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00814""]"
CAS-CSE-11-0215,CSE-11,2024-11-05 09:56:08.272353,2024-11-05 10:40:49.804226,Valid investigation for ALT-CSE-11-00816. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00816""]"
CAS-CSE-11-0216,CSE-11,2024-11-11 06:04:06.130176,2024-11-11 06:56:51.505644,Valid investigation for ALT-CSE-11-00818. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00818""]"
CAS-CSE-11-0217,CSE-11,2024-10-05 14:29:47.277918,2024-10-05 14:56:01.077390,Valid investigation for ALT-CSE-11-00820. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00820""]"
CAS-CSE-11-0218,CSE-11,2024-11-14 09:08:55.295368,2024-11-14 09:27:55.881656,Valid investigation for ALT-CSE-11-00822. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00822""]"
CAS-CSE-11-0219,CSE-11,2024-12-08 03:17:58.143647,2024-12-08 03:57:31.471237,Valid investigation for ALT-CSE-11-00823. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00823""]"
CAS-CSE-11-0220,CSE-11,2024-11-16 09:56:59.777609,2024-11-16 11:11:03.776245,Valid investigation for ALT-CSE-11-00826. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00826""]"
CAS-CSE-11-0221,CSE-11,2024-12-26 14:16:43.390074,2024-12-26 14:50:10.418013,Valid investigation for ALT-CSE-11-00830. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00830""]"
CAS-CSE-11-0222,CSE-11,2024-11-05 20:28:36.092782,2024-11-05 21:12:29.133734,Valid investigation for ALT-CSE-11-00836. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00836""]"
CAS-CSE-11-0223,CSE-11,2024-11-24 03:48:36.725439,2024-11-24 05:07:46.615896,Valid investigation for ALT-CSE-11-00840. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00840""]"
CAS-CSE-11-0224,CSE-11,2024-10-26 17:53:14.694880,2024-10-26 18:23:28.505244,Valid investigation for ALT-CSE-11-00851. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00851""]"
CAS-CSE-11-0225,CSE-11,2024-10-16 05:12:48.113325,2024-10-16 06:03:02.179007,Valid investigation for ALT-CSE-11-00854. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00854""]"
CAS-CSE-11-0226,CSE-11,2024-10-17 06:32:12.950632,2024-10-17 06:44:12.093513,Valid investigation for ALT-CSE-11-00858. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00858""]"
CAS-CSE-11-0227,CSE-11,2024-11-08 17:30:48.616651,2024-11-08 17:58:01.516930,Valid investigation for ALT-CSE-11-00859. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00859""]"
CAS-CSE-11-0228,CSE-11,2024-10-27 17:45:09.086409,2024-10-27 19:00:48.546070,Valid investigation for ALT-CSE-11-00860. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00860""]"
CAS-CSE-11-0229,CSE-11,2024-12-23 03:45:51.262907,2024-12-23 04:36:10.541219,Valid investigation for ALT-CSE-11-00863. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00863""]"
CAS-CSE-11-0230,CSE-11,2024-12-17 17:22:29.342981,2024-12-17 17:46:08.867396,Valid investigation for ALT-CSE-11-00864. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00864""]"
CAS-CSE-11-0231,CSE-11,2024-11-20 03:51:15.495304,2024-11-20 04:53:29.853107,Valid investigation for ALT-CSE-11-00867. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00867""]"
CAS-CSE-11-0232,CSE-11,2024-12-03 06:32:02.447554,2024-12-03 06:41:35.089654,Valid investigation for ALT-CSE-11-00868. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00868""]"
CAS-CSE-11-0233,CSE-11,2024-11-10 18:51:22.669924,2024-11-10 20:02:55.042172,Valid investigation for ALT-CSE-11-00869. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00869""]"
CAS-CSE-11-0234,CSE-11,2024-11-29 05:40:02.569225,2024-11-29 06:10:37.720308,Valid investigation for ALT-CSE-11-00873. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00873""]"
CAS-CSE-11-0235,CSE-11,2024-10-19 08:28:52.939004,2024-10-19 09:21:14.148934,Valid investigation for ALT-CSE-11-00874. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00874""]"
CAS-CSE-11-0236,CSE-11,2024-10-22 18:44:49.845502,2024-10-22 18:54:51.757545,Valid investigation for ALT-CSE-11-00879. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00879""]"
CAS-CSE-11-0237,CSE-11,2024-12-07 03:32:09.828526,2024-12-07 04:00:59.542110,Valid investigation for ALT-CSE-11-00894. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00894""]"
CAS-CSE-11-0238,CSE-11,2024-12-19 06:42:35.110600,2024-12-19 07:42:14.811228,Valid investigation for ALT-CSE-11-00895. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00895""]"
CAS-CSE-11-0239,CSE-11,2024-12-10 15:18:15.916052,2024-12-10 16:27:24.304430,Valid investigation for ALT-CSE-11-00897. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00897""]"
CAS-CSE-11-0240,CSE-11,2024-12-28 11:47:38.348123,2024-12-28 12:51:52.231460,Valid investigation for ALT-CSE-11-00898. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00898""]"
CAS-CSE-11-0241,CSE-11,2024-11-26 15:38:05.829731,2024-11-26 16:42:48.915138,Valid investigation for ALT-CSE-11-00900. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00900""]"
CAS-CSE-11-0242,CSE-11,2024-10-25 10:24:40.735150,2024-10-25 10:52:01.987898,Valid investigation for ALT-CSE-11-00902. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00902""]"
CAS-CSE-11-0243,CSE-11,2024-12-11 16:47:35.996227,2024-12-11 16:37:48.086689,Valid investigation for ALT-CSE-11-00903. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00903""]"
CAS-CSE-11-0244,CSE-11,2024-12-04 05:03:36.014905,2024-12-04 05:48:54.687988,Valid investigation for ALT-CSE-11-00904. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00904""]"
CAS-CSE-11-0245,CSE-11,2024-11-05 05:09:14.368306,2024-11-05 05:53:03.263227,Valid investigation for ALT-CSE-11-00914. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00914""]"
CAS-CSE-11-0246,CSE-11,2024-12-24 05:28:37.894562,2024-12-24 06:13:03.602212,Valid investigation for ALT-CSE-11-00917. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00917""]"
CAS-CSE-11-0247,CSE-11,2024-11-17 02:47:48.627103,2024-11-17 03:27:46.620918,Valid investigation for ALT-CSE-11-00918. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00918""]"
CAS-CSE-11-0248,CSE-11,2024-12-06 22:38:24.049851,2024-12-06 23:18:34.297085,Valid investigation for ALT-CSE-11-00923. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00923""]"
CAS-CSE-11-0249,CSE-11,2024-10-09 15:19:43.033209,2024-10-09 15:32:56.370324,Valid investigation for ALT-CSE-11-00924. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00924""]"
CAS-CSE-11-0250,CSE-11,2024-10-25 10:26:43.272022,2024-10-25 11:17:46.969842,Valid investigation for ALT-CSE-11-00926. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00926""]"
CAS-CSE-11-0251,CSE-11,2024-12-10 20:52:28.467234,2024-12-10 22:05:59.833279,Valid investigation for ALT-CSE-11-00927. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00927""]"
CAS-CSE-11-0252,CSE-11,2024-11-30 19:11:35.496314,2024-11-30 20:19:14.171116,Valid investigation for ALT-CSE-11-00930. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00930""]"
